id,text,aspect,aspect_term,sentiment
29316,Price is reasonable,price,price,positive
29317,Delivery was fast,delivery,delivery,positive
29318,Camera is disappointing,camera,camera,negative
29319,The service was slow,service,service,negative
29320,Performance is smooth,performance,performance,positive
29321,The food was terrible,food,food,negative
29322,Design looks premium,design,design,positive
29323,The service was quick,service,service,positive
29324,Battery life is excellent,battery,battery,positive
29325,The food was terrible,food,food,negative
29326,The food was delicious,food,food,positive
29327,Delivery was late,delivery,delivery,negative
29328,Performance is smooth,performance,performance,positive
29329,Delivery was fast,delivery,delivery,positive
29330,Performance is smooth,performance,performance,positive
29331,The food was delicious,food,food,positive
29332,The service was slow,service,service,negative
29333,Performance is smooth,performance,performance,positive
29334,Price is too high,price,price,negative
29335,Performance is smooth,performance,performance,positive
29336,Delivery was fast,delivery,delivery,positive
29337,Battery life is excellent,battery,battery,positive
29338,The food was terrible,food,food,negative
29339,The service was slow,service,service,negative
29340,Camera is disappointing,camera,camera,negative
29341,The service was slow,service,service,negative
29342,Camera quality is great,camera,camera,positive
29343,Design looks premium,design,design,positive
29344,Camera quality is great,camera,camera,positive
29345,Delivery was late,delivery,delivery,negative
29346,Battery drains quickly,battery,battery,positive
29347,Camera is disappointing,camera,camera,negative
29348,Price is too high,price,price,negative
29349,The food was delicious,food,food,positive
29350,Performance is smooth,performance,performance,positive
29351,The service was slow,service,service,negative
29352,The service was slow,service,service,negative
29353,Delivery was fast,delivery,delivery,positive
29354,Battery drains quickly,battery,battery,positive
29355,Battery life is excellent,battery,battery,positive
29356,Battery drains quickly,battery,battery,positive
29357,Camera quality is great,camera,camera,positive
29358,Delivery was late,delivery,delivery,negative
29359,Delivery was late,delivery,delivery,negative
29360,Price is too high,price,price,negative
29361,The service was quick,service,service,positive
29362,Battery life is excellent,battery,battery,positive
29363,Camera is disappointing,camera,camera,negative
29364,Design feels cheap,design,design,negative
29365,The food was terrible,food,food,negative
29366,The food was delicious,food,food,positive
29367,Battery drains quickly,battery,battery,positive
29368,The service was slow,service,service,negative
29369,Delivery was late,delivery,delivery,negative
29370,Battery life is excellent,battery,battery,positive
29371,Battery drains quickly,battery,battery,positive
29372,Design feels cheap,design,design,negative
29373,Delivery was late,delivery,delivery,negative
29374,Price is too high,price,price,negative
29375,Performance is laggy,performance,performance,negative
29376,Camera quality is great,camera,camera,positive
29377,The service was quick,service,service,positive
29378,The food was delicious,food,food,positive
29379,The food was terrible,food,food,negative
29380,Camera quality is great,camera,camera,positive
29381,The service was quick,service,service,positive
29382,Design feels cheap,design,design,negative
29383,Design looks premium,design,design,positive
29384,Price is too high,price,price,negative
29385,The food was delicious,food,food,positive
29386,The food was delicious,food,food,positive
29387,The service was quick,service,service,positive
29388,Camera is disappointing,camera,camera,negative
29389,Camera is disappointing,camera,camera,negative
29390,Performance is laggy,performance,performance,negative
29391,Price is reasonable,price,price,positive
29392,Price is reasonable,price,price,positive
29393,Performance is smooth,performance,performance,positive
29394,Battery drains quickly,battery,battery,positive
29395,The food was delicious,food,food,positive
29396,Delivery was late,delivery,delivery,negative
29397,The food was terrible,food,food,negative
29398,Price is reasonable,price,price,positive
29399,Battery life is excellent,battery,battery,positive
29400,Design looks premium,design,design,positive
29401,Performance is laggy,performance,performance,negative
29402,Battery life is excellent,battery,battery,positive
29403,Design feels cheap,design,design,negative
29404,Camera quality is great,camera,camera,positive
29405,Performance is smooth,performance,performance,positive
29406,Delivery was fast,delivery,delivery,positive
29407,Delivery was late,delivery,delivery,negative
29408,The service was slow,service,service,negative
29409,Performance is smooth,performance,performance,positive
29410,The food was delicious,food,food,positive
29411,Performance is laggy,performance,performance,negative
29412,The food was delicious,food,food,positive
29413,Design looks premium,design,design,positive
29414,Camera is disappointing,camera,camera,negative
29415,Battery life is excellent,battery,battery,positive
29416,Delivery was fast,delivery,delivery,positive
29417,Delivery was late,delivery,delivery,negative
29418,Battery life is excellent,battery,battery,positive
29419,Price is too high,price,price,negative
29420,The service was quick,service,service,positive
29421,The food was terrible,food,food,negative
29422,The service was quick,service,service,positive
29423,The service was slow,service,service,negative
29424,Performance is smooth,performance,performance,positive
29425,Price is too high,price,price,negative
29426,The food was terrible,food,food,negative
29427,Design looks premium,design,design,positive
29428,The food was terrible,food,food,negative
29429,Performance is smooth,performance,performance,positive
29430,Performance is laggy,performance,performance,negative
29431,Camera is disappointing,camera,camera,negative
29432,Price is too high,price,price,negative
29433,The service was slow,service,service,negative
29434,Price is reasonable,price,price,positive
29435,Price is reasonable,price,price,positive
29436,The food was delicious,food,food,positive
29437,Delivery was fast,delivery,delivery,positive
29438,Battery life is excellent,battery,battery,positive
29439,The service was slow,service,service,negative
29440,Battery life is excellent,battery,battery,positive
29441,The food was delicious,food,food,positive
